mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_rf__class_weight,param_rf__max_depth,param_rf__max_features,param_rf__n_estimators,param_rf__oob_score,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
12.601299285888672,0.13735055923461914,0.8808413743972778,0.0022815465927124023,,,,50,True,"{'rf__class_weight': None, 'rf__max_depth': None, 'rf__max_features': None, 'rf__n_estimators': 50, 'rf__oob_score': True}",0.8541364448649217,0.8536213602438768,0.8538789025543992,0.0002575423105224406,35
11.993902325630188,0.05203092098236084,0.8753979206085205,0.0001800060272216797,,,,50,False,"{'rf__class_weight': None, 'rf__max_depth': None, 'rf__max_features': None, 'rf__n_estimators': 50, 'rf__oob_score': False}",0.8541364448649217,0.8536213602438768,0.8538789025543992,0.0002575423105224406,35
25.110403776168823,0.01314401626586914,1.7407809495925903,0.0007864236831665039,,,,100,True,"{'rf__class_weight': None, 'rf__max_depth': None, 'rf__max_features': None, 'rf__n_estimators': 100, 'rf__oob_score': True}",0.8552822453484705,0.8543571954167981,0.8548197203826343,0.0004625249658362085,33
23.839311599731445,0.15229177474975586,1.7374632358551025,0.010459423065185547,,,,100,False,"{'rf__class_weight': None, 'rf__max_depth': None, 'rf__max_features': None, 'rf__n_estimators': 100, 'rf__oob_score': False}",0.8552822453484705,0.8543571954167981,0.8548197203826343,0.0004625249658362085,33
50.380796909332275,0.3896951675415039,3.491903781890869,7.462501525878906e-05,,,,200,True,"{'rf__class_weight': None, 'rf__max_depth': None, 'rf__max_features': None, 'rf__n_estimators': 200, 'rf__oob_score': True}",0.8561757594870177,0.8552822453484705,0.8557290024177442,0.0004467570692736067,29
47.95344078540802,0.34861624240875244,3.47965931892395,0.024345874786376953,,,,200,False,"{'rf__class_weight': None, 'rf__max_depth': None, 'rf__max_features': None, 'rf__n_estimators': 200, 'rf__oob_score': False}",0.8561757594870177,0.8552822453484705,0.8557290024177442,0.0004467570692736067,29
4.620680809020996,0.010061502456665039,1.016772985458374,0.0007038116455078125,,,sqrt,50,True,"{'rf__class_weight': None, 'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__n_estimators': 50, 'rf__oob_score': True}",0.8596867444549564,0.8593188268684957,0.8595027856617261,0.00018395879323035436,17
4.008179783821106,0.02348148822784424,1.0152837038040161,0.00030362606048583984,,,sqrt,50,False,"{'rf__class_weight': None, 'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__n_estimators': 50, 'rf__oob_score': False}",0.8596867444549564,0.8593188268684957,0.8595027856617261,0.00018395879323035436,17
9.240584254264832,0.007456183433532715,2.0393996238708496,0.001676321029663086,,,sqrt,100,True,"{'rf__class_weight': None, 'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__n_estimators': 100, 'rf__oob_score': True}",0.8603910438347524,0.8604120676968359,0.8604015557657941,1.0511931041734535e-05,15
7.941684007644653,0.023975610733032227,2.04038143157959,0.027065753936767578,,,sqrt,100,False,"{'rf__class_weight': None, 'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__n_estimators': 100, 'rf__oob_score': False}",0.8603910438347524,0.8604120676968359,0.8604015557657941,1.0511931041734535e-05,15
18.581482887268066,0.07501769065856934,4.072410583496094,0.007453441619873047,,,sqrt,200,True,"{'rf__class_weight': None, 'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__n_estimators': 200, 'rf__oob_score': True}",0.8612530221801745,0.8609376642489225,0.8610953432145485,0.00015767896562601802,13
16.10854685306549,0.03550994396209717,4.080689191818237,0.011314630508422852,,,sqrt,200,False,"{'rf__class_weight': None, 'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__n_estimators': 200, 'rf__oob_score': False}",0.8612530221801745,0.8609376642489225,0.8610953432145485,0.00015767896562601802,13
4.489937663078308,0.03022301197052002,0.19183623790740967,0.0030745267868041992,,5,,50,True,"{'rf__class_weight': None, 'rf__max_depth': 5, 'rf__max_features': None, 'rf__n_estimators': 50, 'rf__oob_score': True}",0.865279091769158,0.8644591611479029,0.8648691264585304,0.00040996531062753583,1
4.169914722442627,0.0036804676055908203,0.1888871192932129,9.918212890625e-05,,5,,50,False,"{'rf__class_weight': None, 'rf__max_depth': 5, 'rf__max_features': None, 'rf__n_estimators': 50, 'rf__oob_score': False}",0.865279091769158,0.8644591611479029,0.8648691264585304,0.00040996531062753583,1
8.933612942695618,0.006667733192443848,0.37499570846557617,0.0012280941009521484,,5,,100,True,"{'rf__class_weight': None, 'rf__max_depth': 5, 'rf__max_features': None, 'rf__n_estimators': 100, 'rf__oob_score': True}",0.865279091769158,0.8644591611479029,0.8648691264585304,0.00040996531062753583,1
8.295493245124817,0.032624125480651855,0.37393856048583984,0.004851341247558594,,5,,100,False,"{'rf__class_weight': None, 'rf__max_depth': 5, 'rf__max_features': None, 'rf__n_estimators': 100, 'rf__oob_score': False}",0.865279091769158,0.8644591611479029,0.8648691264585304,0.00040996531062753583,1
17.777719378471375,0.01658809185028076,0.7481573820114136,0.00660097599029541,,5,,200,True,"{'rf__class_weight': None, 'rf__max_depth': 5, 'rf__max_features': None, 'rf__n_estimators': 200, 'rf__oob_score': True}",0.865279091769158,0.8644591611479029,0.8648691264585304,0.00040996531062753583,1
16.574515342712402,0.0320279598236084,0.737181544303894,0.004440188407897949,,5,,200,False,"{'rf__class_weight': None, 'rf__max_depth': 5, 'rf__max_features': None, 'rf__n_estimators': 200, 'rf__oob_score': False}",0.865279091769158,0.8644591611479029,0.8648691264585304,0.00040996531062753583,1
